"date","region","region_original","hospitalization","icu"
2021-01-22,"BC","BC",309,68
2021-01-22,"AB","AB",726,119
2021-01-22,"ON","ON",1512,383
2021-01-22,"QC","QC",1426,212
2021-01-22,"NS","NS",0,0
2021-01-22,"NB","NB",3,2
2021-01-22,"MB","MB",268,34
2021-01-22,"PE","PEI",0,0
2021-01-22,"SK","SK",197,31
2021-01-22,"NL","NL",1,0
2021-01-22,"NT","NT",0,0
2021-01-22,"YT","YT",0,0
2021-01-22,"NU","NU",0,0
2021-01-25,"CAN","CAN",4210,872
2021-01-25,"BC","BC",315,74
2021-01-25,"AB","AB",652,111
2021-01-25,"ON","ON",1436,392
2021-01-25,"QC","QC",1327,219
2021-01-25,"NS","NS",0,0
2021-01-25,"NB","NB",5,2
2021-01-25,"MB","MB",278,42
2021-01-25,"PE","PEI",0,0
2021-01-25,"SK","SK",196,32
2021-01-25,"NL","NL",1,0
2021-01-25,"NT","NT",0,0
2021-01-25,"YT","YT",0,0
2021-01-25,"NU","NU",0,0
2021-01-27,"CAN","CAN",4074,848
2021-01-27,"BC","BC",313,71
2021-01-27,"AB","AB",626,108
2021-01-27,"ON","ON",1382,377
2021-01-27,"QC","QC",1290,221
2021-01-27,"NS","NS",0,0
2021-01-27,"NB","NB",6,2
2021-01-27,"MB","MB",281,36
2021-01-27,"PE","PEI",0,0
2021-01-27,"SK","SK",175,33
2021-01-27,"NL","NL",1,0
2021-01-27,"NT","NT",0,0
2021-01-27,"YT","YT",0,0
2021-01-27,"NU","NU",0,0
2021-01-29,"CAN","CAN",3843,830
2021-01-29,"BC","BC",291,75
2021-01-29,"AB","AB",591,112
2021-01-29,"ON","ON",1291,360
2021-01-29,"QC","QC",1217,209
2021-01-29,"NS","NS",1,0
2021-01-29,"NB","NB",4,2
2021-01-29,"MB","MB",272,39
2021-01-29,"PE","PEI",0,0
2021-01-29,"SK","SK",175,33
2021-01-29,"NL","NL",1,0
2021-01-29,"NT","NT",0,0
2021-01-29,"YT","YT",0,0
2021-01-29,"NU","NU",0,0
2021-02-01,"CAN","CAN",3617,783
2021-02-01,"BC","BC",292,74
2021-02-01,"AB","AB",561,101
2021-02-01,"ON","ON",1158,354
2021-02-01,"QC","QC",1144,183
2021-02-01,"NS","NS",1,1
2021-02-01,"NB","NB",3,2
2021-02-01,"MB","MB",255,38
2021-02-01,"PE","PEI",0,0
2021-02-01,"SK","SK",202,30
2021-02-01,"NL","NL",1,0
2021-02-01,"NT","NT",0,0
2021-02-01,"YT","YT",0,0
2021-02-01,"NU","NU",0,0
2021-02-03,"CAN","CAN",3491,760
2021-02-03,"BC","BC",294,82
2021-02-03,"AB","AB",556,97
2021-02-03,"ON","ON",1066,336
2021-02-03,"QC","QC",1106,177
2021-02-03,"NS","NS",1,1
2021-02-03,"NB","NB",5,3
2021-02-03,"MB","MB",260,34
2021-02-03,"PE","PEI",0,0
2021-02-03,"SK","SK",202,30
2021-02-03,"NL","NL",1,0
2021-02-03,"NT","NT",0,0
2021-02-03,"YT","YT",0,0
2021-02-03,"NU","NU",0,0
2021-02-05,"CAN","CAN",3401,736
2021-02-05,"BC","BC",257,76
2021-02-05,"AB","AB",517,93
2021-02-05,"ON","ON",1101,323
2021-02-05,"QC","QC",1070,175
2021-02-05,"NS","NS",1,1
2021-02-05,"NB","NB",5,2
2021-02-05,"MB","MB",264,36
2021-02-05,"PE","PEI",0,0
2021-02-05,"SK","SK",186,30
2021-02-05,"NL","NL",0,0
2021-02-05,"NT","NT",0,0
2021-02-05,"YT","YT",0,0
2021-02-05,"NU","NU",0,0
2021-02-08,"CAN","CAN",3019,713
2021-02-08,"BC","BC",253,70
2021-02-08,"AB","AB",434,81
2021-02-08,"ON","ON",901,335
2021-02-08,"QC","QC",969,160
2021-02-08,"NS","NS",0,1
2021-02-08,"NB","NB",7,2
2021-02-08,"MB","MB",271,34
2021-02-08,"PE","PEI",0,0
2021-02-08,"SK","SK",184,30
2021-02-08,"NL","NL",0,0
2021-02-08,"NT","NT",0,0
2021-02-08,"YT","YT",0,0
2021-02-08,"NU","NU",0,0
2021-02-10,"CAN","CAN",2991,672
2021-02-10,"BC","BC",241,68
2021-02-10,"AB","AB",427,78
2021-02-10,"ON","ON",948,313
2021-02-10,"QC","QC",918,148
2021-02-10,"NS","NS",0,1
2021-02-10,"NB","NB",6,2
2021-02-10,"MB","MB",255,34
2021-02-10,"PE","PEI",0,0
2021-02-10,"SK","SK",196,28
2021-02-10,"NL","NL",0,0
2021-02-10,"NT","NT",0,0
2021-02-10,"YT","YT",0,0
2021-02-10,"NU","NU",0,0
2021-02-12,"CAN","CAN",2642,622
2021-02-12,"BC","BC",224,63
2021-02-12,"AB","AB",397,71
2021-02-12,"ON","ON",763,295
2021-02-12,"QC","QC",849,137
2021-02-12,"NS","NS",0,1
2021-02-12,"NB","NB",6,2
2021-02-12,"MB","MB",240,29
2021-02-12,"PE","PEI",0,0
2021-02-12,"SK","SK",163,24
2021-02-12,"NL","NL",0,0
2021-02-12,"NT","NT",0,0
2021-02-12,"YT","YT",0,0
2021-02-12,"NU","NU",0,0
2021-02-16,"CAN","CAN",2496,594
2021-02-16,"BC","BC",226,61
2021-02-16,"AB","AB",356,58
2021-02-16,"ON","ON",742,292
2021-02-16,"QC","QC",771,134
2021-02-16,"NS","NS",0,1
2021-02-16,"NB","NB",6,2
2021-02-16,"MB","MB",230,26
2021-02-16,"PE","PEI",0,0
2021-02-16,"SK","SK",164,20
2021-02-16,"NL","NL",1,0
2021-02-16,"NT","NT",0,0
2021-02-16,"YT","YT",0,0
2021-02-16,"NU","NU",0,0
2021-02-18,"CAN","CAN",2389,581
2021-02-18,"BC","BC",232,63
2021-02-18,"AB","AB",270,60
2021-02-18,"ON","ON",758,277
2021-02-18,"QC","QC",747,129
2021-02-18,"NS","NS",0,1
2021-02-18,"NB","NB",5,1
2021-02-18,"MB","MB",224,27
2021-02-18,"PE","PEI",0,0
2021-02-18,"SK","SK",151,23
2021-02-18,"NL","NL",2,0
2021-02-18,"NT","NT",0,0
2021-02-18,"YT","YT",0,0
2021-02-18,"NU","NU",0,0
2021-02-22,"CAN","CAN",2273,556
2021-02-22,"BC","BC",217,61
2021-02-22,"AB","AB",321,53
2021-02-22,"ON","ON",660,277
2021-02-22,"QC","QC",686,119
2021-02-22,"NS","NS",0,1
2021-02-22,"NB","NB",2,1
2021-02-22,"MB","MB",208,31
2021-02-22,"PE","PEI",0,0
2021-02-22,"SK","SK",176,13
2021-02-22,"NL","NL",3,0
2021-02-22,"NT","NT",0,0
2021-02-22,"YT","YT",0,0
2021-02-22,"NU","NU",0,0
2021-02-24,"CAN","CAN",2275,588
2021-02-24,"BC","BC",238,69
2021-02-24,"AB","AB",326,51
2021-02-24,"ON","ON",675,287
2021-02-24,"QC","QC",655,130
2021-02-24,"NS","NS",0,1
2021-02-24,"NB","NB",2,1
2021-02-24,"MB","MB",216,33
2021-02-24,"PE","PEI",0,0
2021-02-24,"SK","SK",158,16
2021-02-24,"NL","NL",5,0
2021-02-24,"NT","NT",0,0
2021-02-24,"YT","YT",0,0
2021-02-24,"NU","NU",0,0
2021-02-26,"CAN","CAN",2153,567
2021-02-26,"BC","BC",228,62
2021-02-26,"AB","AB",280,56
2021-02-26,"ON","ON",683,284
2021-02-26,"QC","QC",620,119
2021-02-26,"NS","NS",0,1
2021-02-26,"NB","NB",1,1
2021-02-26,"MB","MB",191,28
2021-02-26,"PE","PEI",0,0
2021-02-26,"SK","SK",139,16
2021-02-26,"NL","NL",11,0
2021-02-26,"NT","NT",0,0
2021-02-26,"YT","YT",0,0
2021-02-26,"NU","NU",0,0
2021-03-01,"CAN","CAN",2110,559
2021-03-01,"BC","BC",232,63
2021-03-01,"AB","AB",250,46
2021-03-01,"ON","ON",659,280
2021-03-01,"QC","QC",612,122
2021-03-01,"NS","NS",0,2
2021-03-01,"NB","NB",1,1
2021-03-01,"MB","MB",192,26
2021-03-01,"PE","PEI",0,0
2021-03-01,"SK","SK",154,19
2021-03-01,"NL","NL",10,0
2021-03-01,"NT","NT",0,0
2021-03-01,"YT","YT",0,0
2021-03-01,"NU","NU",0,0
2021-03-03,"CAN","CAN",2164,572
2021-03-03,"BC","BC",243,63
2021-03-03,"AB","AB",261,54
2021-03-03,"ON","ON",677,284
2021-03-03,"QC","QC",628,121
2021-03-03,"NS","NS",2,2
2021-03-03,"NB","NB",3,3
2021-03-03,"MB","MB",187,25
2021-03-03,"PE","PEI",0,0
2021-03-03,"SK","SK",154,20
2021-03-03,"NL","NL",9,0
2021-03-03,"NT","NT",0,0
2021-03-03,"YT","YT",0,0
2021-03-03,"NU","NU",0,0
2021-03-05,"CAN","CAN",2074,549
2021-03-05,"BC","BC",248,64
2021-03-05,"AB","AB",245,47
2021-03-05,"ON","ON",643,280
2021-03-05,"QC","QC",617,111
2021-03-05,"NS","NS",2,1
2021-03-05,"NB","NB",3,2
2021-03-05,"MB","MB",171,24
2021-03-05,"PE","PEI",0,0
2021-03-05,"SK","SK",138,20
2021-03-05,"NL","NL",7,0
2021-03-05,"NT","NT",0,0
2021-03-05,"YT","YT",0,0
2021-03-05,"NU","NU",0,0
2021-03-12,"CAN","CAN",2017,543
2021-03-12,"BC","BC",244,68
2021-03-12,"AB","AB",259,38
2021-03-12,"ON","ON",676,282
2021-03-12,"QC","QC",550,106
2021-03-12,"NS","NS",1,0
2021-03-12,"NB","NB",1,0
2021-03-12,"MB","MB",154,22
2021-03-12,"PE","PEI",0,0
2021-03-12,"SK","SK",129,27
2021-03-12,"NL","NL",3,0
2021-03-12,"NT","NT",0,0
2021-03-12,"YT","YT",0,0
2021-03-12,"NU","NU",0,0
2021-03-15,"CAN","CAN",2047,553
2021-03-15,"BC","BC",255,67
2021-03-15,"AB","AB",248,38
2021-03-15,"ON","ON",699,298
2021-03-15,"QC","QC",553,96
2021-03-15,"NS","NS",0,1
2021-03-15,"NB","NB",1,0
2021-03-15,"MB","MB",151,23
2021-03-15,"PE","PEI",0,0
2021-03-15,"SK","SK",137,30
2021-03-15,"NL","NL",3,0
2021-03-15,"NT","NT",0,0
2021-03-15,"YT","YT",0,0
2021-03-15,"NU","NU",0,0
2021-03-17,"CAN","CAN",2105,587
2021-03-17,"BC","BC",280,84
2021-03-17,"AB","AB",260,44
2021-03-17,"ON","ON",741,300
2021-03-17,"QC","QC",532,107
2021-03-17,"NS","NS",1,0
2021-03-17,"NB","NB",1,0
2021-03-17,"MB","MB",149,21
2021-03-17,"PE","PEI",0,0
2021-03-17,"SK","SK",139,31
2021-03-17,"NL","NL",2,0
2021-03-17,"NT","NT",0,0
2021-03-17,"YT","YT",0,0
2021-03-17,"NU","NU",0,0
2021-03-19,"CAN","CAN",2070,586
2021-03-19,"BC","BC",286,85
2021-03-19,"AB","AB",264,43
2021-03-19,"ON","ON",759,309
2021-03-19,"QC","QC",504,99
2021-03-19,"NS","NS",0,0
2021-03-19,"NB","NB",1,0
2021-03-19,"MB","MB",146,23
2021-03-19,"PE","PEI",0,0
2021-03-19,"SK","SK",109,27
2021-03-19,"NL","NL",1,0
2021-03-19,"NT","NT",0,0
2021-03-19,"YT","YT",0,0
2021-03-19,"NU","NU",0,0
2021-03-22,"CAN","CAN",2151,598
2021-03-22,"BC","BC",292,85
2021-03-22,"AB","AB",282,47
2021-03-22,"ON","ON",813,298
2021-03-22,"QC","QC",513,114
2021-03-22,"NS","NS",0,0
2021-03-22,"NB","NB",2,0
2021-03-22,"MB","MB",138,25
2021-03-22,"PE","PEI",0,0
2021-03-22,"SK","SK",110,29
2021-03-22,"NL","NL",1,0
2021-03-22,"NT","NT",0,0
2021-03-22,"YT","YT",0,0
2021-03-22,"NU","NU",0,0
2021-03-24,"CAN","CAN",2275,638
2021-03-24,"BC","BC",314,83
2021-03-24,"AB","AB",290,53
2021-03-24,"ON","ON",893,333
2021-03-24,"QC","QC",508,118
2021-03-24,"NS","NS",0,0
2021-03-24,"NB","NB",1,0
2021-03-24,"MB","MB",142,25
2021-03-24,"PE","PEI",0,0
2021-03-24,"SK","SK",126,26
2021-03-24,"NL","NL",1,0
2021-03-24,"NT","NT",0,0
2021-03-24,"YT","YT",0,0
2021-03-24,"NU","NU",0,0
2021-03-26,"CAN","CAN",2272,661
2021-03-26,"BC","BC",306,79
2021-03-26,"AB","AB",294,55
2021-03-26,"ON","ON",913,359
2021-03-26,"QC","QC",481,115
2021-03-26,"NS","NS",0,0
2021-03-26,"NB","NB",4,0
2021-03-26,"MB","MB",142,31
2021-03-26,"PE","PEI",0,0
2021-03-26,"SK","SK",132,22
2021-03-26,"NL","NL",0,0
2021-03-26,"NT","NT",0,0
2021-03-26,"YT","YT",0,0
2021-03-26,"NU","NU",0,0
2021-03-29,"CAN","CAN",2171,702
2021-03-29,"BC","BC",294,81
2021-03-29,"AB","AB",277,63
2021-03-29,"ON","ON",841,382
2021-03-29,"QC","QC",477,120
2021-03-29,"NS","NS",1,0
2021-03-29,"NB","NB",4,2
2021-03-29,"MB","MB",149,27
2021-03-29,"PE","PEI",0,0
2021-03-29,"SK","SK",128,27
2021-03-29,"NL","NL",0,0
2021-03-29,"NT","NT",0,0
2021-03-29,"YT","YT",0,0
2021-03-29,"NU","NU",0,0
2021-03-31,"CAN","CAN",2499,704
2021-03-31,"BC","BC",312,78
2021-03-31,"AB","AB",301,58
2021-03-31,"ON","ON",1111,396
2021-03-31,"QC","QC",485,120
2021-03-31,"NS","NS",1,0
2021-03-31,"NB","NB",5,2
2021-03-31,"MB","MB",146,28
2021-03-31,"PE","PEI",0,0
2021-03-31,"SK","SK",138,22
2021-03-31,"NL","NL",0,0
2021-03-31,"NT","NT",0,0
2021-03-31,"YT","YT",0,0
2021-03-31,"NU","NU",0,0
2021-04-05,"CAN","CAN",2341,835
2021-04-05,"BC","BC",296,79
2021-04-05,"AB","AB",292,59
2021-04-05,"ON","ON",942,494
2021-04-05,"QC","QC",503,123
2021-04-05,"NS","NS",1,0
2021-04-05,"NB","NB",15,7
2021-04-05,"MB","MB",142,29
2021-04-05,"PE","PEI",0,0
2021-04-05,"SK","SK",150,44
2021-04-05,"NL","NL",0,0
2021-04-05,"NT","NT",0,0
2021-04-05,"YT","YT",0,0
2021-04-05,"NU","NU",0,0
2021-04-07,"CAN","CAN",2913,885
2021-04-07,"BC","BC",328,96
2021-04-07,"AB","AB",328,76
2021-04-07,"ON","ON",1397,504
2021-04-07,"QC","QC",543,123
2021-04-07,"NS","NS",1,0
2021-04-07,"NB","NB",18,12
2021-04-07,"MB","MB",140,30
2021-04-07,"PE","PEI",0,0
2021-04-07,"SK","SK",158,44
2021-04-07,"NL","NL",0,0
2021-04-07,"NT","NT",0,0
2021-04-07,"YT","YT",0,0
2021-04-07,"NU","NU",0,0
2021-04-09,"CAN","CAN",2986,928
2021-04-09,"BC","BC",336,101
2021-04-09,"AB","AB",340,83
2021-04-09,"ON","ON",1417,525
2021-04-09,"QC","QC",566,132
2021-04-09,"NS","NS",1,0
2021-04-09,"NB","NB",20,13
2021-04-09,"MB","MB",141,33
2021-04-09,"PE","PEI",0,0
2021-04-09,"SK","SK",165,41
2021-04-09,"NL","NL",0,0
2021-04-09,"NT","NT",0,0
2021-04-09,"YT","YT",0,0
2021-04-09,"NU","NU",0,0
2021-04-12,"CAN","CAN",3296,1043
2021-04-12,"BC","BC",332,102
2021-04-12,"AB","AB",376,90
2021-04-12,"ON","ON",1646,619
2021-04-12,"QC","QC",630,142
2021-04-12,"NS","NS",3,0
2021-04-12,"NB","NB",20,13
2021-04-12,"MB","MB",136,31
2021-04-12,"PE","PEI",0,0
2021-04-12,"SK","SK",153,46
2021-04-12,"NL","NL",0,0
2021-04-12,"NT","NT",0,0
2021-04-12,"YT","YT",0,0
2021-04-12,"NU","NU",0,0
2021-04-14,"CAN","CAN",3641,1089
2021-04-14,"BC","BC",377,116
2021-04-14,"AB","AB",402,88
2021-04-14,"ON","ON",1877,642
2021-04-14,"QC","QC",660,152
2021-04-14,"NS","NS",3,0
2021-04-14,"NB","NB",19,13
2021-04-14,"MB","MB",142,37
2021-04-14,"PE","PEI",0,0
2021-04-14,"SK","SK",161,41
2021-04-14,"NL","NL",0,0
2021-04-14,"NT","NT",0,0
2021-04-14,"YT","YT",0,0
2021-04-14,"NU","NU",0,0
2021-04-16,"CAN","CAN",3751,1167
2021-04-16,"BC","BC",409,125
2021-04-16,"AB","AB",416,86
2021-04-16,"ON","ON",1955,701
2021-04-16,"QC","QC",664,167
2021-04-16,"NS","NS",4,0
2021-04-16,"NB","NB",18,12
2021-04-16,"MB","MB",137,35
2021-04-16,"PE","PEI",0,0
2021-04-16,"SK","SK",147,41
2021-04-16,"NL","NL",1,0
2021-04-16,"NT","NT",0,0
2021-04-16,"YT","YT",0,0
2021-04-16,"NU","NU",0,0
2021-04-19,"CAN","CAN",4062,1258
2021-04-19,"BC","BC",425,127
2021-04-19,"AB","AB",451,103
2021-04-19,"ON","ON",2202,755
2021-04-19,"QC","QC",686,183
2021-04-19,"NS","NS",2,0
2021-04-19,"NB","NB",20,12
2021-04-19,"MB","MB",132,33
2021-04-19,"PE","PEI",0,0
2021-04-19,"SK","SK",144,45
2021-04-19,"NL","NL",0,0
2021-04-19,"NT","NT",0,0
2021-04-19,"YT","YT",0,0
2021-04-19,"NU","NU",0,0
2021-04-21,"CAN","CAN",4260,1312
2021-04-21,"BC","BC",456,148
2021-04-21,"AB","AB",476,105
2021-04-21,"ON","ON",2335,790
2021-04-21,"QC","QC",694,177
2021-04-21,"NS","NS",2,0
2021-04-21,"NB","NB",21,8
2021-04-21,"MB","MB",132,33
2021-04-21,"PE","PEI",0,0
2021-04-21,"SK","SK",144,51
2021-04-21,"NL","NL",0,0
2021-04-21,"NT","NT",0,0
2021-04-21,"YT","YT",0,0
2021-04-21,"NU","NU",0,0
2021-04-23,"CAN","CAN",4283,1355
2021-04-23,"BC","BC",502,161
2021-04-23,"AB","AB",518,116
2021-04-23,"ON","ON",2287,818
2021-04-23,"QC","QC",684,172
2021-04-23,"NS","NS",3,0
2021-04-23,"NB","NB",15,5
2021-04-23,"MB","MB",145,35
2021-04-23,"PE","PEI",0,0
2021-04-23,"SK","SK",129,48
2021-04-23,"NL","NL",0,0
2021-04-23,"NT","NT",0,0
2021-04-23,"YT","YT",0,0
2021-04-23,"NU","NU",0,0
2021-04-26,"CAN","CAN",4312,1435
2021-04-26,"BC","BC",486,160
2021-04-26,"AB","AB",594,140
2021-04-26,"ON","ON",2271,877
2021-04-26,"QC","QC",664,167
2021-04-26,"NS","NS",3,2
2021-04-26,"NB","NB",8,3
2021-04-26,"MB","MB",148,37
2021-04-26,"PE","PEI",0,0
2021-04-26,"SK","SK",137,49
2021-04-26,"NL","NL",1,0
2021-04-26,"NT","NT",0,0
2021-04-26,"YT","YT",0,0
2021-04-26,"NU","NU",0,0
2021-04-28,"CAN","CAN",4352,1422
2021-04-28,"BC","BC",500,164
2021-04-28,"AB","AB",635,143
2021-04-28,"ON","ON",2281,877
2021-04-28,"QC","QC",643,161
2021-04-28,"NS","NS",8,3
2021-04-28,"NB","NB",6,2
2021-04-28,"MB","MB",134,30
2021-04-28,"PE","PEI",0,0
2021-04-28,"SK","SK",144,42
2021-04-28,"NL","NL",1,0
2021-04-28,"NT","NT",0,0
2021-04-28,"YT","YT",0,0
2021-04-28,"NU","NU",0,0
2021-04-30,"CAN","CAN",4265,1462
2021-04-30,"BC","BC",503,178
2021-04-30,"AB","AB",632,151
2021-04-30,"ON","ON",2201,883
2021-04-30,"QC","QC",623,165
2021-04-30,"NS","NS",10,4
2021-04-30,"NB","NB",4,2
2021-04-30,"MB","MB",142,41
2021-04-30,"PE","PEI",0,0
2021-04-30,"SK","SK",148,38
2021-04-30,"NL","NL",2,0
2021-04-30,"NT","NT",0,0
2021-04-30,"YT","YT",0,0
2021-04-30,"NU","NU",0,0
2021-05-03,"CAN","CAN",4007,1456
2021-05-03,"BC","BC",511,174
2021-05-03,"AB","AB",648,155
2021-05-03,"ON","ON",1925,889
2021-05-03,"QC","QC",588,151
2021-05-03,"NS","NS",34,6
2021-05-03,"NB","NB",4,2
2021-05-03,"MB","MB",167,40
2021-05-03,"PE","PEI",0,0
2021-05-03,"SK","SK",128,39
2021-05-03,"NL","NL",2,0
2021-05-03,"NT","NT",0,0
2021-05-03,"YT","YT",0,0
2021-05-03,"NU","NU",0,0
2021-05-05,"CAN","CAN",4174,1455
2021-05-05,"BC","BC",486,173
2021-05-05,"AB","AB",671,150
2021-05-05,"ON","ON",2075,882
2021-05-05,"QC","QC",588,152
2021-05-05,"NS","NS",29,8
2021-05-05,"NB","NB",6,2
2021-05-05,"MB","MB",184,47
2021-05-05,"PE","PEI",0,0
2021-05-05,"SK","SK",133,41
2021-05-05,"NL","NL",2,0
2021-05-05,"NT","NT",0,0
2021-05-05,"YT","YT",0,0
2021-05-05,"NU","NU",0,0
2021-05-07,"CAN","CAN",3969,1331
2021-05-07,"BC","BC",457,154
2021-05-07,"AB","AB",654,146
2021-05-07,"ON","ON",1924,788
2021-05-07,"QC","QC",575,139
2021-05-07,"NS","NS",36,9
2021-05-07,"NB","NB",6,2
2021-05-07,"MB","MB",185,52
2021-05-07,"PE","PEI",0,0
2021-05-07,"SK","SK",132,41
2021-05-07,"NL","NL",0,0
2021-05-07,"NT","NT",0,0
2021-05-07,"YT","YT",0,0
2021-05-07,"NU","NU",0,0
2021-05-10,"CAN","CAN",3668,1365
2021-05-10,"BC","BC",445,157
2021-05-10,"AB","AB",668,155
2021-05-10,"ON","ON",1632,828
2021-05-10,"QC","QC",543,123
2021-05-10,"NS","NS",43,7
2021-05-10,"NB","NB",10,2
2021-05-10,"MB","MB",210,52
2021-05-10,"PE","PEI",0,0
2021-05-10,"SK","SK",116,41
2021-05-10,"NL","NL",1,0
2021-05-10,"NT","NT",0,0
2021-05-10,"YT","YT",0,0
2021-05-10,"NU","NU",0,0
2021-05-12,"CAN","CAN",3750,1327
2021-05-12,"BC","BC",426,144
2021-05-12,"AB","AB",705,163
2021-05-12,"ON","ON",1673,776
2021-05-12,"QC","QC",530,126
2021-05-12,"NS","NS",59,14
2021-05-12,"NB","NB",11,4
2021-05-12,"MB","MB",221,62
2021-05-12,"PE","PEI",0,0
2021-05-12,"SK","SK",124,38
2021-05-12,"NL","NL",1,0
2021-05-12,"NT","NT",0,0
2021-05-12,"YT","YT",0,0
2021-05-12,"NU","NU",0,0
2021-05-14,"CAN","CAN",3691,1344
2021-05-14,"BC","BC",413,141
2021-05-14,"AB","AB",722,177
2021-05-14,"ON","ON",1582,777
2021-05-14,"QC","QC",530,123
2021-05-14,"NS","NS",68,21
2021-05-14,"NB","NB",10,3
2021-05-14,"MB","MB",239,67
2021-05-14,"PE","PEI",0,0
2021-05-14,"SK","SK",126,35
2021-05-14,"NL","NL",1,0
2021-05-14,"NT","NT",0,0
2021-05-14,"YT","YT",0,0
2021-05-14,"NU","NU",0,0
2021-05-17,"CAN","CAN",3292,1341
2021-05-17,"BC","BC",367,141
2021-05-17,"AB","AB",647,186
2021-05-17,"ON","ON",1320,779
2021-05-17,"QC","QC",501,116
2021-05-17,"NS","NS",74,21
2021-05-17,"NB","NB",11,3
2021-05-17,"MB","MB",258,71
2021-05-17,"PE","PEI",0,0
2021-05-17,"SK","SK",113,24
2021-05-17,"NL","NL",1,0
2021-05-17,"NT","NT",0,0
2021-05-17,"YT","YT",0,0
2021-05-17,"NU","NU",0,0
2021-05-19,"CAN","CAN",3395,1284
2021-05-19,"BC","BC",360,127
2021-05-19,"AB","AB",691,187
2021-05-19,"ON","ON",1401,735
2021-05-19,"QC","QC",466,113
2021-05-19,"NS","NS",81,20
2021-05-19,"NB","NB",11,4
2021-05-19,"MB","MB",278,70
2021-05-19,"PE","PEI",0,0
2021-05-19,"SK","SK",106,28
2021-05-19,"NL","NL",1,0
2021-05-19,"NT","NT",0,0
2021-05-19,"YT","YT",0,0
2021-05-19,"NU","NU",0,0
2021-05-21,"CAN","CAN",3223,1236
2021-05-21,"BC","BC",331,113
2021-05-21,"AB","AB",665,177
2021-05-21,"ON","ON",1265,715
2021-05-21,"QC","QC",437,106
2021-05-21,"NS","NS",87,20
2021-05-21,"NB","NB",7,3
2021-05-21,"MB","MB",291,76
2021-05-21,"PE","PEI",0,0
2021-05-21,"SK","SK",138,26
2021-05-21,"NL","NL",2,0
2021-05-21,"NT","NT",0,0
2021-05-21,"YT","YT",0,0
2021-05-21,"NU","NU",0,0
2021-05-25,"CAN","CAN",2813,1186
2021-05-25,"BC","BC",319,107
2021-05-25,"AB","AB",569,161
2021-05-25,"ON","ON",1025,692
2021-05-25,"QC","QC",415,101
2021-05-25,"NS","NS",53,19
2021-05-25,"NB","NB",7,4
2021-05-25,"MB","MB",316,74
2021-05-25,"PE","PEI",0,0
2021-05-25,"SK","SK",105,28
2021-05-25,"NL","NL",4,0
2021-05-25,"NT","NT",0,0
2021-05-25,"YT","YT",0,0
2021-05-25,"NU","NU",0,0
2021-05-27,"CAN","CAN",2798,1122
2021-05-27,"BC","BC",296,97
2021-05-27,"AB","AB",548,157
2021-05-27,"ON","ON",1072,650
2021-05-27,"QC","QC",394,96
2021-05-27,"NS","NS",53,19
2021-05-27,"NB","NB",6,2
2021-05-27,"MB","MB",318,74
2021-05-27,"PE","PEI",0,0
2021-05-27,"SK","SK",106,27
2021-05-27,"NL","NL",5,0
2021-05-27,"NT","NT",0,0
2021-05-27,"YT","YT",0,0
2021-05-27,"NU","NU",0,0
2021-05-31,"CAN","CAN",2256,1041
2021-05-31,"BC","BC",292,79
2021-05-31,"AB","AB",446,138
2021-05-31,"ON","ON",731,617
2021-05-31,"QC","QC",362,89
2021-05-31,"NS","NS",24,16
2021-05-31,"NB","NB",7,3
2021-05-31,"MB","MB",308,74
2021-05-31,"PE","PEI",0,0
2021-05-31,"SK","SK",84,25
2021-05-31,"NL","NL",2,0
2021-05-31,"NT","NT",0,0
2021-05-31,"YT","YT",0,0
2021-05-31,"NU","NU",0,0
2021-06-02,"CAN","CAN",2174,981
2021-06-02,"BC","BC",254,80
2021-06-02,"AB","AB",438,127
2021-06-02,"ON","ON",708,576
2021-06-02,"QC","QC",354,86
2021-06-02,"NS","NS",23,15
2021-06-02,"NB","NB",6,2
2021-06-02,"MB","MB",305,72
2021-06-02,"PE","PEI",0,0
2021-06-02,"SK","SK",85,23
2021-06-02,"NL","NL",1,0
2021-06-02,"NT","NT",0,0
2021-06-02,"YT","YT",0,0
2021-06-02,"NU","NU",0,0
2021-06-04,"CAN","CAN",2023,873
2021-06-04,"BC","BC",224,62
2021-06-04,"AB","AB",411,120
2021-06-04,"ON","ON",687,522
2021-06-04,"QC","QC",307,67
2021-06-04,"NS","NS",13,9
2021-06-04,"NB","NB",5,2
2021-06-04,"MB","MB",297,68
2021-06-04,"PE","PEI",0,0
2021-06-04,"SK","SK",77,23
2021-06-04,"NL","NL",2,0
2021-06-04,"NT","NT",0,0
2021-06-04,"YT","YT",0,0
2021-06-04,"NU","NU",0,0
2021-06-07,"CAN","CAN",1808,804
2021-06-07,"BC","BC",224,59
2021-06-07,"AB","AB",360,96
2021-06-07,"ON","ON",547,497
2021-06-07,"QC","QC",265,58
2021-06-07,"NS","NS",15,7
2021-06-07,"NB","NB",4,2
2021-06-07,"MB","MB",308,66
2021-06-07,"PE","PEI",0,0
2021-06-07,"SK","SK",83,19
2021-06-07,"NL","NL",2,0
2021-06-07,"NT","NT",0,0
2021-06-07,"YT","YT",0,0
2021-06-07,"NU","NU",0,0
2021-06-09,"CAN","CAN",1738,795
2021-06-09,"BC","BC",203,57
2021-06-09,"AB","AB",336,85
2021-06-09,"ON","ON",547,497
2021-06-09,"QC","QC",257,60
2021-06-09,"NS","NS",8,7
